response_id,interviewer,interview_date,country,institution_name,section,subsection,question_id,question_code,question_text,question_type,field_name,response_value,response_text,response_comment
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,planning,Q021,D10,Clinical Site - Brain Mets - Planning with MR,checkbox,brain_mets_planning,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,replanning,Q022,D11,Clinical Site - Brain Mets - Replanning/Adaptation,checkbox,brain_mets_replanning,false,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,treating,Q023,D9,Clinical Site - Head & Neck - Treating,checkbox,head_neck_treating,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,planning,Q024,D10,Clinical Site - Head & Neck - Planning with MR,checkbox,head_neck_planning,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,replanning,Q025,D11,Clinical Site - Head & Neck - Replanning/Adaptation,checkbox,head_neck_replanning,false,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,treating,Q026,D9,Clinical Site - Prostate - Treating,checkbox,prostate_treating,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,planning,Q027,D10,Clinical Site - Prostate - Planning with MR,checkbox,prostate_planning,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,replanning,Q028,D11,Clinical Site - Prostate - Replanning/Adaptation,checkbox,prostate_replanning,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,treating,Q029,D9,Clinical Site - Female Pelvis - Treating,checkbox,female_pelvis_treating,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,planning,Q030,D10,Clinical Site - Female Pelvis - Planning with MR,checkbox,female_pelvis_planning,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,replanning,Q031,D11,Clinical Site - Female Pelvis - Replanning/Adaptation,checkbox,female_pelvis_replanning,false,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,cohort_pct,Q032,,Brain - % Planned External Beam,percentage,brain_pct_external,85,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,cohort_pct,Q033,,Brain Mets - % Planned External Beam,percentage,brain_mets_pct_external,90,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,cohort_pct,Q034,,Prostate - % Planned External Beam,percentage,prostate_pct_external,95,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,clinical_sites,cohort_pct,Q035,,Prostate - % Planned Brachytherapy,percentage,prostate_pct_brachy,5,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,mr_acquisition,brain,Q036,M02_01,Brain - Using Diagnostic MR Images,checkbox,brain_acq_diagnostic,false,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,mr_acquisition,brain,Q037,M02_01,Brain - MR Acquired for Planning,checkbox,brain_acq_planning,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,mr_acquisition,brain,Q038,M02_01,Brain - Acquired with Radiology Dept,checkbox,brain_acq_with_radiology,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,mr_acquisition,brain,Q039,M02_01,Brain - RT Dept Acquiring,checkbox,brain_acq_rt_dept,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,mr_acquisition,brain,Q040,M02_01,Brain - MR in RT Department,checkbox,brain_mr_in_rt,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,mr_acquisition,brain,Q041,M02_01,Brain - Immobilize Patient,checkbox,brain_immobilize,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,mr_acquisition,brain,Q042,M02_01,Brain - Using RT Optimized Protocols,checkbox,brain_rt_protocols,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,mr_acquisition,brain,Q043,M02_01,Brain - Offline Adaptive RT,checkbox,brain_offline_adaptive,false,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,mr_acquisition,brain,Q044,M02_01,Brain - Online Adaptive RT (MR-Linac),checkbox,brain_online_adaptive,false,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,mr_acquisition,brain,Q045,M02_01,Brain - Time Resolved MR Images,checkbox,brain_time_resolved,false,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,mr_acquisition,brain,Q046,M02_01,Brain - 3D Distortion Corrected,checkbox,brain_distortion_corrected,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,vendors,Q047,P1,Positioning Vendor 1,text,pos_vendor_1,,Orfit,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,products,Q048,P1,Vendor 1 - Flat Couch Top,checkbox,pos_v1_flat_couch,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,products,Q049,P1,Vendor 1 - Special RT Coils,checkbox,pos_v1_coils,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,products,Q050,P1,Vendor 1 - Coil Holder/Bridge,checkbox,pos_v1_coil_holder,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,products,Q051,P1,Vendor 1 - Boards,checkbox,pos_v1_boards,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,products,Q052,P1,Vendor 1 - Moulds and Masks,checkbox,pos_v1_masks,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,products,Q053,P1,Vendor 1 - Cushions/Vacuum Bags,checkbox,pos_v1_cushions,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,vendors,Q054,P1,Positioning Vendor 2,text,pos_vendor_2,,Elekta,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,products,Q055,P1,Vendor 2 - Flat Couch Top,checkbox,pos_v2_flat_couch,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,coil_holder,Q056,,Coil Holder Usage - Brain,checkbox,coil_holder_brain,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,coil_holder,Q057,,Coil Holder Usage - Brain Mets,checkbox,coil_holder_brain_mets,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,coil_holder,Q058,,Coil Holder Usage - Head & Neck,checkbox,coil_holder_head_neck,true,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,coil_holder,Q059,,Coil Holder Usage - Prostate,checkbox,coil_holder_prostate,false,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,open_ended,Q060,,Why Use Coil Holder,text,coil_holder_reason,,To avoid coil artifacts and maintain reproducible positioning,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,open_ended,Q061,,How Store Positioning Materials,text,storage_method,,Dedicated storage room with shelving by anatomical site,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,open_ended,Q062,,QA for Positioning Setup,text,qa_methods,,Monthly phantom scans and quarterly geometric accuracy tests,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,satisfaction,Q063,,Comfort Changing Diagnostic to RT Positioning,likert_1_7,comfort_score,5,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,pain_points,Q064,,Pains Using/Exchanging Positioning Package,text,exchange_pains,,Time consuming to switch between diagnostic and RT setups. Need better labeling system.,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,pain_points,Q065,,Brain/Head-Neck Coil Main Pains,text,coil_pains,,Head coil positioning is challenging for patients with shoulders. Mask integration with coils could be improved.,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,pain_points,Q066,,What Can Vendor Do to Remove Pains,text,vendor_solutions,,Develop integrated mask-coil system. Provide better indexing on coil holders.,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,positioning,ideal_package,Q067,,Ideal Positioning Package Contents,text,ideal_package,,Flat couch with indexing system; RT-optimized head/neck coils; integrated immobilization; coil bridge; laser alignment markers,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,pricing,sensitivity,Q068,,Price - Too Low (Quality Concern),currency,price_too_low,5000,EUR,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,pricing,sensitivity,Q069,,Price - Bargain,currency,price_bargain,15000,EUR,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,pricing,sensitivity,Q070,,Price - Getting Expensive,currency,price_expensive,25000,EUR,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,pricing,sensitivity,Q071,,Price - Too Expensive,currency,price_too_expensive,35000,EUR,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,features,markers,Q072,,Overlay Markers Helpful,checkbox_single,markers_helpful,yes,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,features,markers,Q073,,Why Markers Helpful/Not,text,markers_reason,,Helpful for quality assurance and initial patient setup alignment,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,indexing,system,Q074,,Indexing System Used,checkbox_single,indexing_system,orfit,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,indexing,flat_couch,Q075,,Flat RT Couch All Time Acceptable,checkbox_single,flat_couch_acceptable,yes,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,laser,equipment,Q076,,MR Laser Bridge Brand,checkbox_single,laser_brand,klarity,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,laser,equipment,Q077,,MR Laser Bridge Model,checkbox_single,laser_model,k_arl_m3,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,laser,usage,Q078,,% MR Scans with Laser - Setup,percentage,laser_pct_setup,75,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,laser,usage,Q079,,% MR Scans with Laser - Marking,percentage,laser_pct_marking,60,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,surface_guidance,usage,Q080,L3,Use Surface Guidance at Linac,checkbox_single,sg_at_linac,yes,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,surface_guidance,opinion,Q081,L4,Surface Guidance Replace CT Laser,checkbox_single,sg_replace_ct,no,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,surface_guidance,opinion,Q082,L4,Surface Guidance Replace MR Laser,checkbox_single,sg_replace_mr,maybe,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,surface_guidance,future,Q083,L5,Surface Guidance Tasks at MR Scanner,text,sg_mr_tasks,,Patient positioning verification; respiratory motion monitoring; real-time positioning feedback,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,closing,interest,Q084,,Interest in Siemens Solutions,checkbox_single,interest_siemens,yes,,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,closing,feedback,Q085,,Final Comments,text,final_comments,,Very interested in new coil solutions and workflow improvements,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,closing,contact,Q086,,Contact Information,text,contact_info,,Dr. Sarah Chen | sarah.chen@uniklinik-munich.de | +49 89 1234 5678,
R001,Dr. Sarah Chen,2024-01-15,Germany,University Hospital Munich,closing,consent,Q087,,Data Privacy Consent,checkbox,consent,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,metadata,basic,Q001,SC2,Type of Organization,checkbox_multiple,org_type,"private,cancer_center",,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,metadata,basic,Q002,,Has Radiation Therapy Department,checkbox_single,has_rt_dept,yes,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,background,role,Q003,SC6,Respondent Role,checkbox_single,role,radiation_oncologist,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,background,network,Q004,D1,Part of Larger Network,checkbox_single,network_type,no,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,background,equipment,Q005,D2,Number of LINACs,checkbox_single,num_linacs,3,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,background,equipment,Q006,Q4,Number of CT Simulators,checkbox_single,num_ct_simulators,2,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,background,equipment,Q007,,Number of Brachytherapy Units,checkbox_single,num_brachytherapy,0,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,background,patients,Q008,D7,Patients Per Year with External Beam,checkbox_single,patients_per_year,1500-1999,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,background,patients,Q009,D8,Percentage Planned with MR Images,percentage,pct_mr_planning,45,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,pre_questions,usage,Q010,,Using MR Images for RT Planning,checkbox_single,mr_usage,yes_existing,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,equipment,mr_systems,Q012,,MR Vendor 1,text,mr_vendor_1,,GE Healthcare,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,equipment,mr_systems,Q013,,MR Model 1,text,mr_model_1,,Discovery MR750w,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,equipment,mr_systems,Q014,,MR Vendor 2,text,mr_vendor_2,,Siemens Healthineers,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,equipment,mr_systems,Q015,,MR Model 2,text,mr_model_2,,MAGNETOM Skyra,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,equipment,mr_systems,Q016,,Dedicated MR for RT,checkbox_single,dedicated_mr,no,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,treating,Q017,D9,Clinical Site - Brain - Treating,checkbox,brain_treating,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,planning,Q018,D10,Clinical Site - Brain - Planning with MR,checkbox,brain_planning,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,replanning,Q019,D11,Clinical Site - Brain - Replanning/Adaptation,checkbox,brain_replanning,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,treating,Q020,D9,Clinical Site - Brain Mets - Treating,checkbox,brain_mets_treating,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,planning,Q021,D10,Clinical Site - Brain Mets - Planning with MR,checkbox,brain_mets_planning,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,replanning,Q022,D11,Clinical Site - Brain Mets - Replanning/Adaptation,checkbox,brain_mets_replanning,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,treating,Q023,D9,Clinical Site - Prostate - Treating,checkbox,prostate_treating,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,planning,Q024,D10,Clinical Site - Prostate - Planning with MR,checkbox,prostate_planning,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,cohort_pct,Q032,,Brain - % Planned External Beam,percentage,brain_pct_external,70,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,cohort_pct,Q033,,Brain Mets - % Planned External Beam,percentage,brain_mets_pct_external,85,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,cohort_pct,Q034,,Prostate - % Planned External Beam,percentage,prostate_pct_external,90,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,clinical_sites,cohort_pct,Q035,,Prostate - % Planned Brachytherapy,percentage,prostate_pct_brachy,10,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,mr_acquisition,brain,Q036,M02_01,Brain - Using Diagnostic MR Images,checkbox,brain_acq_diagnostic,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,mr_acquisition,brain,Q041,M02_01,Brain - Immobilize Patient,checkbox,brain_immobilize,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,vendors,Q047,P1,Positioning Vendor 1,text,pos_vendor_1,,Civco,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,products,Q049,P1,Vendor 1 - Special RT Coils,checkbox,pos_v1_coils,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,products,Q050,P1,Vendor 1 - Coil Holder/Bridge,checkbox,pos_v1_coil_holder,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,products,Q051,P1,Vendor 1 - Boards,checkbox,pos_v1_boards,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,products,Q052,P1,Vendor 1 - Moulds and Masks,checkbox,pos_v1_masks,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,products,Q053,P1,Vendor 1 - Cushions/Vacuum Bags,checkbox,pos_v1_cushions,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,vendors,Q054,P1,Positioning Vendor 2,text,pos_vendor_2,,Klarity,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,products,Q055,P1,Vendor 2 - Flat Couch Top,checkbox,pos_v2_flat_couch,false,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,products,Q056,P1,Vendor 2 - Special RT Coils,checkbox,pos_v2_coils,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,coil_holder,Q056,,Coil Holder Usage - Brain,checkbox,coil_holder_brain,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,coil_holder,Q057,,Coil Holder Usage - Brain Mets,checkbox,coil_holder_brain_mets,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,coil_holder,Q058,,Coil Holder Usage - Head & Neck,checkbox,coil_holder_head_neck,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,coil_holder,Q059,,Coil Holder Usage - Prostate,checkbox,coil_holder_prostate,true,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,open_ended,Q060,,Why Use Coil Holder,text,coil_holder_reason,,Need to prevent coil contact with patient skin for reproducibility,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,open_ended,Q061,,How Store Positioning Materials,text,storage_method,,Mixed - some in MR room storage cabinet; some in central equipment room,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,open_ended,Q062,,QA for Positioning Setup,text,qa_methods,,Visual inspection before each patient; annual vendor PM,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,satisfaction,Q063,,Comfort Changing Diagnostic to RT Positioning,likert_1_7,comfort_score,3,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,pain_points,Q064,,Pains Using/Exchanging Positioning Package,text,exchange_pains,,We don't have dedicated RT positioning equipment. Using diagnostic setup causes registration issues.,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,pain_points,Q065,,Brain/Head-Neck Coil Main Pains,text,coil_pains,,Limited coil options. Have to improvise with towels and foam to prevent coil contact. Time consuming.,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,pain_points,Q066,,What Can Vendor Do to Remove Pains,text,vendor_solutions,,Affordable RT-specific coil bridge packages. Training materials for staff.,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,positioning,ideal_package,Q067,,Ideal Positioning Package Contents,text,ideal_package,,RT flat table; breast/belly boards; vacuum cushions; coil bridge; fiducial markers visible on MR,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,pricing,sensitivity,Q068,,Price - Too Low (Quality Concern),currency,price_too_low,3000,USD,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,pricing,sensitivity,Q069,,Price - Bargain,currency,price_bargain,8000,USD,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,pricing,sensitivity,Q070,,Price - Getting Expensive,currency,price_expensive,18000,USD,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,pricing,sensitivity,Q071,,Price - Too Expensive,currency,price_too_expensive,28000,USD,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,features,markers,Q072,,Overlay Markers Helpful,checkbox_single,markers_helpful,yes,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,features,markers,Q073,,Why Markers Helpful/Not,text,markers_reason,,Would help with registration to CT and reduce setup variability,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,indexing,system,Q074,,Indexing System Used,checkbox_single,indexing_system,varian,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,indexing,flat_couch,Q075,,Flat RT Couch All Time Acceptable,checkbox_single,flat_couch_acceptable,no,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,indexing,flat_couch,Q076,,Why Not Acceptable,text,flat_couch_reason,,Would impact our diagnostic workflow since we share the MR with radiology,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,laser,equipment,Q077,,MR Laser Bridge Brand,checkbox_single,laser_brand,none,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,laser,usage,Q078,,% MR Scans with Laser - Setup,percentage,laser_pct_setup,40,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,laser,usage,Q079,,% MR Scans with Laser - Marking,percentage,laser_pct_marking,30,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,surface_guidance,usage,Q080,L3,Use Surface Guidance at Linac,checkbox_single,sg_at_linac,no,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,closing,interest,Q084,,Interest in Siemens Solutions,checkbox_single,interest_siemens,no,,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,closing,feedback,Q085,,Final Comments,text,final_comments,,Would like to understand pricing and implementation timeline,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,closing,contact,Q086,,Contact Information,text,contact_info,,dr.martinez@memorialcancer.org | +1 555 234 5678,
R002,John Martinez,2024-02-03,USA,Memorial Cancer Center,closing,consent,Q087,,Data Privacy Consent,checkbox,consent,true,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,metadata,basic,Q001,SC2,Type of Organization,checkbox_multiple,org_type,"public,academic",,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,metadata,basic,Q002,,Has Radiation Therapy Department,checkbox_single,has_rt_dept,yes,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,background,role,Q003,SC6,Respondent Role,checkbox_single,role,department_head,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,background,network,Q004,D1,Part of Larger Network,checkbox_single,network_type,part_of_network,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,background,equipment,Q005,D2,Number of LINACs,checkbox_single,num_linacs,6_or_more,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,background,equipment,Q006,Q4,Number of CT Simulators,checkbox_single,num_ct_simulators,3,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,background,equipment,Q007,,Number of Brachytherapy Units,checkbox_single,num_brachytherapy,2,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,background,patients,Q008,D7,Patients Per Year with External Beam,checkbox_single,patients_per_year,3000_or_more,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,background,patients,Q009,D8,Percentage Planned with MR Images,percentage,pct_mr_planning,78,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,pre_questions,usage,Q010,,Using MR Images for RT Planning,checkbox_single,mr_usage,yes_acquired_for_rt,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,equipment,mr_systems,Q012,,MR Vendor 1,text,mr_vendor_1,,Siemens Healthineers,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,equipment,mr_systems,Q013,,MR Model 1,text,mr_model_1,,MAGNETOM Aera,
