Transaction ID;Site;Borne;Connecteur;Flotte;Date de début;Durée (HH:MM);Gain de charge (%);Energie délivrée (Wh);Montant facturé (CFA);T1 Créneau;T2 Créneau;T3 Créneau;T4 Créneau;T5 Créneau;T1 Prix/kWh (CFA);T2 Prix/kWh (CFA);T3 Prix/kWh (CFA);T4 Prix/kWh (CFA);T5 Prix/kWh (CFA);T1 Énergie (kWh);T2 Énergie (kWh);T3 Énergie (kWh);T4 Énergie (kWh);T5 Énergie (kWh);T1 Coût (CFA);T2 Coût (CFA);T3 Coût (CFA);T4 Coût (CFA);T5 Coût (CFA)
1768150066;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2026-01-11 16:47;00:37;55;32624.00;7504.00;00:00-23:59;;;;;230;;;;;32.624;;;;;7504;;;;
1768147628;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2026-01-11 16:06;00:51;65;21043.00;4840.00;00:00-23:59;;;;;230;;;;;21.043;;;;;4840;;;;
1768146917;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2026-01-11 15:54;00:31;35;14905.00;3429.00;00:00-23:59;;;;;230;;;;;14.905;;;;;3429;;;;
1768146869;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2026-01-11 15:54;00:28;36;21730.00;4998.00;00:00-23:59;;;;;230;;;;;21.73;;;;;4998;;;;
1768146284;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2026-01-11 15:44;00:20;29;13018.00;2995.00;00:00-23:59;;;;;230;;;;;13.018;;;;;2995;;;;
1768146265;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2026-01-11 15:44;00:49;76;30945.00;7118.00;00:00-23:59;;;;;230;;;;;30.945;;;;;7118;;;;
1768145101;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2026-01-11 15:24;00:28;53;21817.00;5018.00;00:00-23:59;;;;;230;;;;;21.817;;;;;5018;;;;
1768138486;Petro Ivoire GANDHI;PI-GA-CP04;Connecteur A;Public;2026-01-11 13:34;05:59;0.0;24094.00;4819.00;00:00-23:59;;;;;200;;;;;24.094;;;;;4819;;;;
1768137463;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2026-01-11 13:17;00:52;64;21761.00;5006.00;00:00-23:59;;;;;230;;;;;21.761;;;;;5006;;;;
1768136470;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2026-01-11 13:00;00:45;68;29640.00;6818.00;00:00-23:59;;;;;230;;;;;29.64;;;;;6818;;;;
1768135659;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2026-01-11 12:47;00:25;51;21732.00;4999.00;00:00-23:59;;;;;230;;;;;21.732;;;;;4999;;;;
1768135528;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2026-01-11 12:45;00:31;56;15269.00;3512.00;00:00-23:59;;;;;230;;;;;15.269;;;;;3512;;;;
1768133164;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2026-01-11 12:05;00:56;57;21762.00;5006.00;00:00-23:59;;;;;230;;;;;21.762;;;;;5006;;;;
1768115644;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2026-01-11 07:13;01:03;42;21777.00;5009.00;00:00-23:59;;;;;230;;;;;21.777;;;;;5009;;;;
1768115595;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2026-01-11 07:12;00:18;22;8687.00;1999.00;00:00-23:59;;;;;230;;;;;8.687;;;;;1999;;;;
1768114720;Petro Ivoire GANDHI;PI-GA-CP07;Connecteur A;Public;2026-01-11 06:58;06:09;0.0;21302.00;4261.00;00:00-23:59;;;;;200;;;;;21.302;;;;;4261;;;;
1768107358;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2026-01-11 04:55;00:18;38;15301.00;3520.00;00:00-23:59;;;;;230;;;;;15.301;;;;;3520;;;;
1768102788;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur A;Public;2026-01-11 03:39;00:32;45;12001.00;2761.00;00:00-23:59;;;;;230;;;;;12.001;;;;;2761;;;;
1768101615;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2026-01-11 03:19;00:34;47;20792.00;4783.00;00:00-23:59;;;;;230;;;;;20.792;;;;;4783;;;;
1768100885;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2026-01-11 03:07;00:54;72;27744.00;6382.00;00:00-23:59;;;;;230;;;;;27.744;;;;;6382;;;;
1768097965;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2026-01-11 02:19;00:15;30;13016.00;2994.00;00:00-23:59;;;;;230;;;;;13.016;;;;;2994;;;;
1768094238;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2026-01-11 01:17;00:20;40;17201.00;3957.00;00:00-23:59;;;;;230;;;;;17.201;;;;;3957;;;;
1768090376;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Illigo;2026-01-11 00:12;00:29;44;18163.00;4178.00;00:00-23:59;;;;;230;;;;;18.163;;;;;4178;;;;
1768087031;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2026-01-10 23:16;00:17;9;4369.00;1005.00;00:00-23:59;;;;;230;;;;;4.369;;;;;1005;;;;
1768083740;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2026-01-10 22:22;00:43;69;30470.00;7009.00;00:00-23:59;;;;;230;;;;;30.47;;;;;7009;;;;
1768077811;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2026-01-10 20:43;00:36;57;25091.00;5771.00;00:00-23:59;;;;;230;;;;;25.091;;;;;5771;;;;
1768076819;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur B;Illigo;2026-01-10 20:26;00:41;70;28190.00;6484.00;00:00-23:59;;;;;230;;;;;28.19;;;;;6484;;;;
1768075892;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2026-01-10 20:11;00:38;54;17870.00;4111.00;00:00-23:59;;;;;230;;;;;17.87;;;;;4111;;;;
1768074331;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur A;Public;2026-01-10 19:45;00:49;74;12192.00;2805.00;00:00-23:59;;;;;230;;;;;12.192;;;;;2805;;;;
1768073732;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2026-01-10 19:35;00:03;4;1867.00;430.00;00:00-23:59;;;;;230;;;;;1.867;;;;;430;;;;
1768071915;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2026-01-10 19:04;00:27;50;21845.00;5025.00;00:00-23:59;;;;;230;;;;;21.845;;;;;5025;;;;
1768071123;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2026-01-10 18:51;00:36;39;17706.00;4073.00;00:00-23:59;;;;;230;;;;;17.706;;;;;4073;;;;
1768071062;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2026-01-10 18:50;00:10;15;6143.00;1413.00;00:00-23:59;;;;;230;;;;;6.143;;;;;1413;;;;
1768070421;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2026-01-10 18:39;00:31;50;16120.00;3708.00;00:00-23:59;;;;;230;;;;;16.12;;;;;3708;;;;
1768070087;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur B;Public;2026-01-10 18:34;01:42;80;23117.00;5317.00;00:00-23:59;;;;;230;;;;;23.117;;;;;5317;;;;
1768066588;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur A;Public;2026-01-10 17:36;01:14;72;18795.00;4323.00;00:00-23:59;;;;;230;;;;;18.795;;;;;4323;;;;
1768066402;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2026-01-10 17:33;00:19;34;8908.00;2049.00;00:00-23:59;;;;;230;;;;;8.908;;;;;2049;;;;
1768065864;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2026-01-10 17:24;00:16;9;2152.00;495.00;00:00-23:59;;;;;230;;;;;2.152;;;;;495;;;;
1768063701;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2026-01-10 16:48;00:12;21;8764.00;2016.00;00:00-23:59;;;;;230;;;;;8.764;;;;;2016;;;;
1768063369;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2026-01-10 16:42;00:40;57;15210.00;3499.00;00:00-23:59;;;;;230;;;;;15.21;;;;;3499;;;;
1768063337;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2026-01-10 16:41;00:24;29;17396.00;4002.00;00:00-23:59;;;;;230;;;;;17.396;;;;;4002;;;;
1768061851;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2026-01-10 16:17;00:33;52;21732.00;4999.00;00:00-23:59;;;;;230;;;;;21.732;;;;;4999;;;;
1768060891;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2026-01-10 16:01;00:46;77;30423.00;6998.00;00:00-23:59;;;;;230;;;;;30.423;;;;;6998;;;;
1768058215;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2026-01-10 15:16;00:42;64;26004.00;5981.00;00:00-23:59;;;;;230;;;;;26.004;;;;;5981;;;;
1768058199;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2026-01-10 15:16;01:05;83;26034.00;5988.00;00:00-23:59;;;;;230;;;;;26.034;;;;;5988;;;;
1768056073;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2026-01-10 14:40;01:01;93;37087.00;8531.00;00:00-23:59;;;;;230;;;;;37.087;;;;;8531;;;;
1768055927;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2026-01-10 14:38;00:25;38;17729.00;4078.00;00:00-23:59;;;;;230;;;;;17.729;;;;;4078;;;;
1768053839;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2026-01-10 14:03;00:11;13;4363.00;1004.00;00:00-23:59;;;;;230;;;;;4.363;;;;;1004;;;;
1768051455;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2026-01-10 13:23;00:37;50;17480.00;4021.00;00:00-23:59;;;;;230;;;;;17.48;;;;;4021;;;;
